user_ID,stimuli_ID,stimuli_file,rating_type,rating,timestamp,rel_distance,abs_distance,stimulus,codec,resolution,bitrate,source,source_short
1,0,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_100k_360_hevc.mkv'],acr,1,2024-08-27 11:18:27 772853,1.6,60,AVT-Faces_lighting1__V4-0012_100k_360_hevc,hevc,360p,100k,AVT-Faces_lighting1__V4-0012,Faces_12
1,1,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_7000k_2160_hevc.mkv'],acr,5,2024-08-27 11:18:41 086424,1.6,60,AVT-Faces_lighting1__V4-0012_7000k_2160_hevc,hevc,2160p,7000k,AVT-Faces_lighting1__V4-0012,Faces_12
1,2,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_100k_360_hevc.mkv'],acr,1,2024-08-27 11:18:54 666693,1.6,60,BunnyAnimation_100k_360_hevc,hevc,360p,100k,BunnyAnimation,Bunny
1,3,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_3500k_1080_hevc.mkv'],acr,3,2024-08-27 11:19:09 448002,1.6,60,AVT-Faces_lighting1__V4-0005_3500k_1080_hevc,hevc,1080p,3500k,AVT-Faces_lighting1__V4-0005,Faces_05
1,4,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_1000k_1080_hevc.mkv'],acr,3,2024-08-27 11:19:27 318090,1.6,60,BunnyAnimation_1000k_1080_hevc,hevc,1080p,1000k,BunnyAnimation,Bunny
1,5,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_400k_360_hevc.mkv'],acr,2,2024-08-27 11:19:41 496035,1.6,60,DialogMeridian_400k_360_hevc,hevc,360p,400k,DialogMeridian,Meridian
1,6,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_1000k_1080_hevc.mkv'],acr,3,2024-08-27 11:20:02 349845,1.6,60,cutting_orange_tuil_8s_1000k_1080_hevc,hevc,1080p,1000k,cutting_orange_tuil_8s,Orange
1,7,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_1000k_720_hevc.mkv'],acr,3,2024-08-27 11:20:16 597133,1.6,60,BunnyAnimation_1000k_720_hevc,hevc,720p,1000k,BunnyAnimation,Bunny
1,8,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_7000k_1080_hevc.mkv'],acr,4,2024-08-27 11:20:29 809144,1.6,60,AVT-Faces_lighting1__V4-0005_7000k_1080_hevc,hevc,1080p,7000k,AVT-Faces_lighting1__V4-0005,Faces_05
1,9,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_720_hevc.mkv'],acr,2,2024-08-27 11:20:45 014882,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_720_hevc,hevc,720p,1000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
1,10,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_7000k_1080_hevc.mkv'],acr,5,2024-08-27 11:20:58 647166,1.6,60,DialogMeridian_7000k_1080_hevc,hevc,1080p,7000k,DialogMeridian,Meridian
1,11,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_3500k_2160_hevc.mkv'],acr,5,2024-08-27 11:21:13 595508,1.6,60,DialogMeridian_3500k_2160_hevc,hevc,2160p,3500k,DialogMeridian,Meridian
1,12,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_400k_360_hevc.mkv'],acr,1,2024-08-27 11:21:25 240384,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_400k_360_hevc,hevc,360p,400k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
1,13,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_15000k_2160_hevc.mkv'],acr,4,2024-08-27 11:21:37 593327,1.6,60,cutting_orange_tuil_8s_15000k_2160_hevc,hevc,2160p,15000k,cutting_orange_tuil_8s,Orange
1,14,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_7000k_2160_hevc.mkv'],acr,4,2024-08-27 11:21:53 876342,1.6,60,AVT-Faces_lighting1__V4-0005_7000k_2160_hevc,hevc,2160p,7000k,AVT-Faces_lighting1__V4-0005,Faces_05
1,15,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_400k_720_hevc.mkv'],acr,2,2024-08-27 11:22:06 221149,1.6,60,cutting_orange_tuil_8s_400k_720_hevc,hevc,720p,400k,cutting_orange_tuil_8s,Orange
1,16,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_1080_hevc.mkv'],acr,3,2024-08-27 11:22:17 100322,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_1080_hevc,hevc,1080p,3500k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
1,17,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_1000k_1080_hevc.mkv'],acr,2,2024-08-27 11:22:28 014199,1.6,60,water_netflix_8s_1000k_1080_hevc,hevc,1080p,1000k,water_netflix_8s,Water
1,18,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_15000k_2160_hevc.mkv'],acr,5,2024-08-27 11:22:42 340805,1.6,60,DialogMeridian_15000k_2160_hevc,hevc,2160p,15000k,DialogMeridian,Meridian
1,19,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_7000k_2160_hevc.mkv'],acr,4,2024-08-27 11:22:57 150455,1.6,60,BunnyAnimation_7000k_2160_hevc,hevc,2160p,7000k,BunnyAnimation,Bunny
1,20,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_3500k_1080_hevc.mkv'],acr,4,2024-08-27 11:23:13 137664,1.6,60,AVT-Faces_lighting1__V4-0012_3500k_1080_hevc,hevc,1080p,3500k,AVT-Faces_lighting1__V4-0012,Faces_12
1,21,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_1000k_720_hevc.mkv'],acr,3,2024-08-27 11:23:26 267140,1.6,60,DialogMeridian_1000k_720_hevc,hevc,720p,1000k,DialogMeridian,Meridian
1,22,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_3500k_2160_hevc.mkv'],acr,5,2024-08-27 11:23:41 133721,1.6,60,BunnyAnimation_3500k_2160_hevc,hevc,2160p,3500k,BunnyAnimation,Bunny
1,23,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_1000k_1080_hevc.mkv'],acr,4,2024-08-27 11:23:56 663357,1.6,60,AVT-Faces_lighting1__V4-0012_1000k_1080_hevc,hevc,1080p,1000k,AVT-Faces_lighting1__V4-0012,Faces_12
1,24,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_400k_720_hevc.mkv'],acr,2,2024-08-27 11:24:10 598406,1.6,60,AVT-Faces_lighting1__V4-0012_400k_720_hevc,hevc,720p,400k,AVT-Faces_lighting1__V4-0012,Faces_12
1,25,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_100k_360_hevc.mkv'],acr,1,2024-08-27 11:24:23 406391,1.6,60,AVT-Faces_lighting1__V4-0005_100k_360_hevc,hevc,360p,100k,AVT-Faces_lighting1__V4-0005,Faces_05
1,26,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_100k_360_hevc.mkv'],acr,1,2024-08-27 11:24:35 003829,1.6,60,water_netflix_8s_100k_360_hevc,hevc,360p,100k,water_netflix_8s,Water
1,27,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_400k_720_hevc.mkv'],acr,3,2024-08-27 11:24:49 391133,1.6,60,AVT-Faces_lighting1__V4-0005_400k_720_hevc,hevc,720p,400k,AVT-Faces_lighting1__V4-0005,Faces_05
1,28,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_2160_hevc.mkv'],acr,4,2024-08-27 11:25:03 600270,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_2160_hevc,hevc,2160p,3500k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
1,29,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_3500k_2160_hevc.mkv'],acr,4,2024-08-27 11:25:16 946564,1.6,60,AVT-Faces_lighting1__V4-0012_3500k_2160_hevc,hevc,2160p,3500k,AVT-Faces_lighting1__V4-0012,Faces_12
1,30,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_7000k_2160_hevc.mkv'],acr,4,2024-08-27 11:25:31 440591,1.6,60,DialogMeridian_7000k_2160_hevc,hevc,2160p,7000k,DialogMeridian,Meridian
1,31,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_100k_360_hevc.mkv'],acr,1,2024-08-27 11:25:42 393947,1.6,60,cutting_orange_tuil_8s_100k_360_hevc,hevc,360p,100k,cutting_orange_tuil_8s,Orange
1,32,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_3500k_2160_hevc.mkv'],acr,4,2024-08-27 11:25:58 616341,1.6,60,AVT-Faces_lighting1__V4-0005_3500k_2160_hevc,hevc,2160p,3500k,AVT-Faces_lighting1__V4-0005,Faces_05
1,33,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_1080_hevc.mkv'],acr,2,2024-08-27 11:26:16 553371,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_1080_hevc,hevc,1080p,1000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
1,34,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_7000k_2160_hevc.mkv'],acr,5,2024-08-27 11:26:28 752764,1.6,60,water_netflix_8s_7000k_2160_hevc,hevc,2160p,7000k,water_netflix_8s,Water
1,35,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_3500k_1080_hevc.mkv'],acr,4,2024-08-27 11:26:42 837030,1.6,60,BunnyAnimation_3500k_1080_hevc,hevc,1080p,3500k,BunnyAnimation,Bunny
1,36,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_15000k_2160_hevc.mkv'],acr,5,2024-08-27 11:26:54 822546,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_15000k_2160_hevc,hevc,2160p,15000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
1,37,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_3500k_2160_hevc.mkv'],acr,4,2024-08-27 11:27:06 037910,1.6,60,cutting_orange_tuil_8s_3500k_2160_hevc,hevc,2160p,3500k,cutting_orange_tuil_8s,Orange
1,38,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_1000k_1080_hevc.mkv'],acr,3,2024-08-27 11:27:19 989998,1.6,60,DialogMeridian_1000k_1080_hevc,hevc,1080p,1000k,DialogMeridian,Meridian
1,39,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_15000k_2160_hevc.mkv'],acr,4,2024-08-27 11:27:31 524904,1.6,60,water_netflix_8s_15000k_2160_hevc,hevc,2160p,15000k,water_netflix_8s,Water
1,40,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_7000k_2160_hevc.mkv'],acr,4,2024-08-27 11:27:52 881695,1.6,60,cutting_orange_tuil_8s_7000k_2160_hevc,hevc,2160p,7000k,cutting_orange_tuil_8s,Orange
1,41,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_15000k_2160_hevc.mkv'],acr,5,2024-08-27 11:28:07 795782,1.6,60,AVT-Faces_lighting1__V4-0005_15000k_2160_hevc,hevc,2160p,15000k,AVT-Faces_lighting1__V4-0005,Faces_05
1,42,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_7000k_2160_hevc.mkv'],acr,3,2024-08-27 11:28:18 720390,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_7000k_2160_hevc,hevc,2160p,7000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
1,43,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_3500k_2160_hevc.mkv'],acr,2,2024-08-27 11:28:31 102009,1.6,60,water_netflix_8s_3500k_2160_hevc,hevc,2160p,3500k,water_netflix_8s,Water
1,44,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_400k_720_hevc.mkv'],acr,1,2024-08-27 11:28:42 037224,1.6,60,water_netflix_8s_400k_720_hevc,hevc,720p,400k,water_netflix_8s,Water
1,45,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_15000k_2160_hevc.mkv'],acr,5,2024-08-27 11:28:54 949373,1.6,60,AVT-Faces_lighting1__V4-0012_15000k_2160_hevc,hevc,2160p,15000k,AVT-Faces_lighting1__V4-0012,Faces_12
1,46,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_3500k_1080_hevc.mkv'],acr,3,2024-08-27 11:29:06 784490,1.6,60,water_netflix_8s_3500k_1080_hevc,hevc,1080p,3500k,water_netflix_8s,Water
1,47,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_7000k_1080_hevc.mkv'],acr,3,2024-08-27 11:29:22 093383,1.6,60,cutting_orange_tuil_8s_7000k_1080_hevc,hevc,1080p,7000k,cutting_orange_tuil_8s,Orange
1,48,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_15000k_2160_hevc.mkv'],acr,4,2024-08-27 11:29:37 491822,1.6,60,BunnyAnimation_15000k_2160_hevc,hevc,2160p,15000k,BunnyAnimation,Bunny
2,0,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_100k_360_hevc.mkv'],acr,2,2024-08-27 15:25:41 241907,1.6,60,AVT-Faces_lighting1__V4-0012_100k_360_hevc,hevc,360p,100k,AVT-Faces_lighting1__V4-0012,Faces_12
2,1,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_400k_720_hevc.mkv'],acr,1,2024-08-27 15:25:51 639635,1.6,60,water_netflix_8s_400k_720_hevc,hevc,720p,400k,water_netflix_8s,Water
2,2,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_100k_360_hevc.mkv'],acr,1,2024-08-27 15:26:03 876709,1.6,60,BunnyAnimation_100k_360_hevc,hevc,360p,100k,BunnyAnimation,Bunny
2,3,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_7000k_2160_hevc.mkv'],acr,5,2024-08-27 15:26:18 073383,1.6,60,DialogMeridian_7000k_2160_hevc,hevc,2160p,7000k,DialogMeridian,Meridian
2,4,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_1080_hevc.mkv'],acr,4,2024-08-27 15:26:28 951490,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_1080_hevc,hevc,1080p,3500k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
2,5,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_15000k_2160_hevc.mkv'],acr,5,2024-08-27 15:26:41 764076,1.6,60,DialogMeridian_15000k_2160_hevc,hevc,2160p,15000k,DialogMeridian,Meridian
2,6,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_100k_360_hevc.mkv'],acr,3,2024-08-27 15:26:54 693300,1.6,60,AVT-Faces_lighting1__V4-0005_100k_360_hevc,hevc,360p,100k,AVT-Faces_lighting1__V4-0005,Faces_05
2,7,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_15000k_2160_hevc.mkv'],acr,5,2024-08-27 15:27:08 098341,1.6,60,AVT-Faces_lighting1__V4-0012_15000k_2160_hevc,hevc,2160p,15000k,AVT-Faces_lighting1__V4-0012,Faces_12
2,8,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_400k_720_hevc.mkv'],acr,3,2024-08-27 15:27:18 400105,1.6,60,cutting_orange_tuil_8s_400k_720_hevc,hevc,720p,400k,cutting_orange_tuil_8s,Orange
2,9,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_7000k_2160_hevc.mkv'],acr,4,2024-08-27 15:27:30 228387,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_7000k_2160_hevc,hevc,2160p,7000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
2,10,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_3500k_1080_hevc.mkv'],acr,5,2024-08-27 15:27:43 624789,1.6,60,AVT-Faces_lighting1__V4-0005_3500k_1080_hevc,hevc,1080p,3500k,AVT-Faces_lighting1__V4-0005,Faces_05
2,11,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_1000k_720_hevc.mkv'],acr,4,2024-08-27 15:27:56 746728,1.6,60,BunnyAnimation_1000k_720_hevc,hevc,720p,1000k,BunnyAnimation,Bunny
2,12,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_1000k_1080_hevc.mkv'],acr,4,2024-08-27 15:28:10 120907,1.6,60,AVT-Faces_lighting1__V4-0012_1000k_1080_hevc,hevc,1080p,1000k,AVT-Faces_lighting1__V4-0012,Faces_12
2,13,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_400k_720_hevc.mkv'],acr,4,2024-08-27 15:28:23 480780,1.6,60,AVT-Faces_lighting1__V4-0012_400k_720_hevc,hevc,720p,400k,AVT-Faces_lighting1__V4-0012,Faces_12
2,14,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_15000k_2160_hevc.mkv'],acr,4,2024-08-27 15:28:35 001137,1.6,60,water_netflix_8s_15000k_2160_hevc,hevc,2160p,15000k,water_netflix_8s,Water
2,15,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_720_hevc.mkv'],acr,3,2024-08-27 15:28:49 355318,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_720_hevc,hevc,720p,1000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
2,16,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_100k_360_hevc.mkv'],acr,1,2024-08-27 15:29:00 016989,1.6,60,water_netflix_8s_100k_360_hevc,hevc,360p,100k,water_netflix_8s,Water
2,17,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_15000k_2160_hevc.mkv'],acr,5,2024-08-27 15:29:13 216953,1.6,60,AVT-Faces_lighting1__V4-0005_15000k_2160_hevc,hevc,2160p,15000k,AVT-Faces_lighting1__V4-0005,Faces_05
2,18,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_7000k_2160_hevc.mkv'],acr,5,2024-08-27 15:29:26 010251,1.6,60,BunnyAnimation_7000k_2160_hevc,hevc,2160p,7000k,BunnyAnimation,Bunny
2,19,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_1000k_1080_hevc.mkv'],acr,1,2024-08-27 15:29:36 401677,1.6,60,water_netflix_8s_1000k_1080_hevc,hevc,1080p,1000k,water_netflix_8s,Water
2,20,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_7000k_2160_hevc.mkv'],acr,4,2024-08-27 15:29:51 055028,1.6,60,AVT-Faces_lighting1__V4-0012_7000k_2160_hevc,hevc,2160p,7000k,AVT-Faces_lighting1__V4-0012,Faces_12
2,21,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_1080_hevc.mkv'],acr,2,2024-08-27 15:30:02 945488,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1000k_1080_hevc,hevc,1080p,1000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
2,22,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_1000k_1080_hevc.mkv'],acr,4,2024-08-27 15:30:16 007957,1.6,60,DialogMeridian_1000k_1080_hevc,hevc,1080p,1000k,DialogMeridian,Meridian
2,23,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_7000k_2160_hevc.mkv'],acr,5,2024-08-27 15:30:29 297014,1.6,60,AVT-Faces_lighting1__V4-0005_7000k_2160_hevc,hevc,2160p,7000k,AVT-Faces_lighting1__V4-0005,Faces_05
2,24,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_100k_360_hevc.mkv'],acr,2,2024-08-27 15:30:39 820678,1.6,60,cutting_orange_tuil_8s_100k_360_hevc,hevc,360p,100k,cutting_orange_tuil_8s,Orange
2,25,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_400k_360_hevc.mkv'],acr,1,2024-08-27 15:30:50 242172,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_400k_360_hevc,hevc,360p,400k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
2,26,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_7000k_1080_hevc.mkv'],acr,4,2024-08-27 15:31:04 278497,1.6,60,AVT-Faces_lighting1__V4-0005_7000k_1080_hevc,hevc,1080p,7000k,AVT-Faces_lighting1__V4-0005,Faces_05
2,27,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_3500k_2160_hevc.mkv'],acr,5,2024-08-27 15:31:16 936320,1.6,60,AVT-Faces_lighting1__V4-0005_3500k_2160_hevc,hevc,2160p,3500k,AVT-Faces_lighting1__V4-0005,Faces_05
2,28,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_3500k_2160_hevc.mkv'],acr,5,2024-08-27 15:31:29 996880,1.6,60,AVT-Faces_lighting1__V4-0012_3500k_2160_hevc,hevc,2160p,3500k,AVT-Faces_lighting1__V4-0012,Faces_12
2,29,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_3500k_2160_hevc.mkv'],acr,3,2024-08-27 15:31:40 764622,1.6,60,water_netflix_8s_3500k_2160_hevc,hevc,2160p,3500k,water_netflix_8s,Water
2,30,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_7000k_1080_hevc.mkv'],acr,5,2024-08-27 15:31:54 676534,1.6,60,DialogMeridian_7000k_1080_hevc,hevc,1080p,7000k,DialogMeridian,Meridian
2,31,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_1000k_1080_hevc.mkv'],acr,4,2024-08-27 15:32:05 441225,1.6,60,cutting_orange_tuil_8s_1000k_1080_hevc,hevc,1080p,1000k,cutting_orange_tuil_8s,Orange
2,32,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_3500k_2160_hevc.mkv'],acr,5,2024-08-27 15:32:18 312184,1.6,60,DialogMeridian_3500k_2160_hevc,hevc,2160p,3500k,DialogMeridian,Meridian
2,33,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_7000k_2160_hevc.mkv'],acr,5,2024-08-27 15:32:28 989301,1.6,60,cutting_orange_tuil_8s_7000k_2160_hevc,hevc,2160p,7000k,cutting_orange_tuil_8s,Orange
2,34,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_15000k_2160_hevc.mkv'],acr,5,2024-08-27 15:32:42 502430,1.6,60,BunnyAnimation_15000k_2160_hevc,hevc,2160p,15000k,BunnyAnimation,Bunny
2,35,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_15000k_2160_hevc.mkv'],acr,5,2024-08-27 15:32:54 189560,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_15000k_2160_hevc,hevc,2160p,15000k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
2,36,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_400k_360_hevc.mkv'],acr,3,2024-08-27 15:33:07 362114,1.6,60,DialogMeridian_400k_360_hevc,hevc,360p,400k,DialogMeridian,Meridian
2,37,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0005_400k_720_hevc.mkv'],acr,2,2024-08-27 15:33:24 076321,1.6,60,AVT-Faces_lighting1__V4-0005_400k_720_hevc,hevc,720p,400k,AVT-Faces_lighting1__V4-0005,Faces_05
2,38,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_1000k_720_hevc.mkv'],acr,4,2024-08-27 15:33:36 929047,1.6,60,DialogMeridian_1000k_720_hevc,hevc,720p,1000k,DialogMeridian,Meridian
2,39,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_1000k_1080_hevc.mkv'],acr,4,2024-08-27 15:33:49 485112,1.6,60,BunnyAnimation_1000k_1080_hevc,hevc,1080p,1000k,BunnyAnimation,Bunny
2,40,['..\\4k_viewing_distance\\cpvs_hevc\\water_netflix_8s_7000k_2160_hevc.mkv'],acr,3,2024-08-27 15:34:01 702444,1.6,60,water_netflix_8s_7000k_2160_hevc,hevc,2160p,7000k,water_netflix_8s,Water
2,41,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lighting1__V4-0012_3500k_1080_hevc.mkv'],acr,5,2024-08-27 15:34:14 459642,1.6,60,AVT-Faces_lighting1__V4-0012_3500k_1080_hevc,hevc,1080p,3500k,AVT-Faces_lighting1__V4-0012,Faces_12
2,42,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_2160_hevc.mkv'],acr,3,2024-08-27 15:34:29 407628,1.6,60,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_3500k_2160_hevc,hevc,2160p,3500k,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s,Debris
2,43,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_3500k_1080_hevc.mkv'],acr,5,2024-08-27 15:34:43 472275,1.6,60,BunnyAnimation_3500k_1080_hevc,hevc,1080p,3500k,BunnyAnimation,Bunny
2,44,['..\\4k_viewing_distance\\cpvs_hevc\\BunnyAnimation_3500k_2160_hevc.mkv'],acr,5,2024-08-27 15:34:56 250959,1.6,60,BunnyAnimation_3500k_2160_hevc,hevc,2160p,3500k,BunnyAnimation,Bunny
2,45,['..\\4k_viewing_distance\\cpvs_hevc\\cutting_orange_tuil_8s_3500k_2160_hevc.mkv'],acr,4,2024-08-27 15:35:09 463446,1.6,60,cutting_orange_tuil_8s_3500k_2160_hevc,hevc,2160p,3500k,cutting_orange_tuil_8s,Orange
