user_ID,stimuli_ID,stimuli_file,rating_type,rating,timestamp,rel_distance,abs_distance,stimulus,codec,crf,resolution,short_src
3,0,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_360p_crf30_hevc.mkv'],acr,1,2024-10-10 14:42:59 277270,4.8,179,AVT-Faces_lightingLoop__V8-0032_360p_crf30_hevc,hevc,30,360p,Faces_32
3,1,['..\\4k_viewing_distance\\cpvs_hevc\\venice_harmonic_2_cropped_8s_1080p_crf22_hevc.mkv'],acr,3,2024-10-10 14:43:11 499266,4.8,179,venice_harmonic_2_cropped_8s_1080p_crf22_hevc,hevc,22,1080p,Venice
3,2,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_2160p_crf30_hevc.mkv'],acr,4,2024-10-10 14:43:24 427665,4.8,179,Knitting_Close_ds_2160p_crf30_hevc,hevc,30,2160p,Knitting_Close
3,3,['..\\4k_viewing_distance\\cpvs_hevc\\Sparks_8s_107000-115000.avi_360p_crf22_hevc.mkv'],acr,2,2024-10-10 14:43:37 563935,4.8,179,Sparks_8s_107000-115000.avi_360p_crf22_hevc,hevc,22,360p,Sparks
3,4,['..\\4k_viewing_distance\\cpvs_hevc\\ElFuente_8s_224000-231750.avi_720p_crf30_hevc.mkv'],acr,3,2024-10-10 14:43:49 146724,4.8,179,ElFuente_8s_224000-231750.avi_720p_crf30_hevc,hevc,30,720p,ElFuente
3,5,['..\\4k_viewing_distance\\cpvs_hevc\\ElFuente_8s_224000-231750.avi_360p_crf30_hevc.mkv'],acr,2,2024-10-10 14:43:59 544129,4.8,179,ElFuente_8s_224000-231750.avi_360p_crf30_hevc,hevc,30,360p,ElFuente
3,6,['..\\4k_viewing_distance\\cpvs_hevc\\venice_harmonic_2_cropped_8s_2160p_crf30_hevc.mkv'],acr,4,2024-10-10 14:44:10 660620,4.8,179,venice_harmonic_2_cropped_8s_2160p_crf30_hevc,hevc,30,2160p,Venice
3,7,['..\\4k_viewing_distance\\cpvs_hevc\\Moment_of_Intensity_8s_720p_crf22_hevc.mkv'],acr,4,2024-10-10 14:44:21 944786,4.8,179,Moment_of_Intensity_8s_720p_crf22_hevc,hevc,22,720p,Moment
3,8,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_2160p_crf30_hevc.mkv'],acr,4,2024-10-10 14:44:33 042444,4.8,179,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_2160p_crf30_hevc,hevc,30,2160p,Debris
3,9,['..\\4k_viewing_distance\\cpvs_hevc\\venice_harmonic_2_cropped_8s_360p_crf30_hevc.mkv'],acr,1,2024-10-10 14:44:43 868233,4.8,179,venice_harmonic_2_cropped_8s_360p_crf30_hevc,hevc,30,360p,Venice
3,10,['..\\4k_viewing_distance\\cpvs_hevc\\american_football_harmonic_8s_720p_crf22_hevc.mkv'],acr,3,2024-10-10 14:44:56 619087,4.8,179,american_football_harmonic_8s_720p_crf22_hevc,hevc,22,720p,Football
3,11,['..\\4k_viewing_distance\\cpvs_hevc\\Chimera-EP09_8s_24000-32000.avi_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:45:07 343182,4.8,179,Chimera-EP09_8s_24000-32000.avi_360p_crf38_hevc,hevc,38,360p,Chimera
3,12,['..\\4k_viewing_distance\\cpvs_hevc\\Rocket-2_8s_90000-98000.avi_720p_crf22_hevc.mkv'],acr,4,2024-10-10 14:45:19 268802,4.8,179,Rocket-2_8s_90000-98000.avi_720p_crf22_hevc,hevc,22,720p,Rocket_League
3,13,['..\\4k_viewing_distance\\cpvs_hevc\\ElFuente_8s_224000-231750.avi_2160p_crf22_hevc.mkv'],acr,4,2024-10-10 14:45:29 826163,4.8,179,ElFuente_8s_224000-231750.avi_2160p_crf22_hevc,hevc,22,2160p,ElFuente
3,14,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_2160p_crf22_hevc.mkv'],acr,3,2024-10-10 14:45:42 642220,4.8,179,CSGO_8s_23000-31000.avi_2160p_crf22_hevc,hevc,22,2160p,CS_GO
3,15,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_720p_crf30_hevc.mkv'],acr,4,2024-10-10 14:45:55 580773,4.8,179,Knitting_Close_ds_720p_crf30_hevc,hevc,30,720p,Knitting_Close
3,16,['..\\4k_viewing_distance\\cpvs_hevc\\monkeys_harmonic_0_cropped_8s_360p_crf22_hevc.mkv'],acr,3,2024-10-10 14:46:14 526801,4.8,179,monkeys_harmonic_0_cropped_8s_360p_crf22_hevc,hevc,22,360p,Monkeys
3,17,['..\\4k_viewing_distance\\cpvs_hevc\\monkeys_harmonic_0_cropped_8s_360p_crf30_hevc.mkv'],acr,2,2024-10-10 14:46:58 625723,4.8,179,monkeys_harmonic_0_cropped_8s_360p_crf30_hevc,hevc,30,360p,Monkeys
3,18,['..\\4k_viewing_distance\\cpvs_hevc\\Sparks_8s_107000-115000.avi_2160p_crf38_hevc.mkv'],acr,4,2024-10-10 14:47:10 342088,4.8,179,Sparks_8s_107000-115000.avi_2160p_crf38_hevc,hevc,38,2160p,Sparks
3,19,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_720p_crf38_hevc.mkv'],acr,2,2024-10-10 14:47:21 030631,4.8,179,CSGO_8s_23000-31000.avi_720p_crf38_hevc,hevc,38,720p,CS_GO
3,20,['..\\4k_viewing_distance\\cpvs_hevc\\american_football_harmonic_8s_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:47:31 112628,4.8,179,american_football_harmonic_8s_360p_crf38_hevc,hevc,38,360p,Football
3,21,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:47:41 680550,4.8,179,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_360p_crf38_hevc,hevc,38,360p,Debris
3,22,['..\\4k_viewing_distance\\cpvs_hevc\\Moment_of_Intensity_8s_2160p_crf22_hevc.mkv'],acr,4,2024-10-10 14:47:52 842343,4.8,179,Moment_of_Intensity_8s_2160p_crf22_hevc,hevc,22,2160p,Moment
3,23,['..\\4k_viewing_distance\\cpvs_hevc\\ElFuente_8s_224000-231750.avi_1080p_crf30_hevc.mkv'],acr,4,2024-10-10 14:48:03 641509,4.8,179,ElFuente_8s_224000-231750.avi_1080p_crf30_hevc,hevc,30,1080p,ElFuente
3,24,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_360p_crf30_hevc.mkv'],acr,2,2024-10-10 14:48:17 341407,4.8,179,DialogMeridian_360p_crf30_hevc,hevc,30,360p,Meridian
3,25,['..\\4k_viewing_distance\\cpvs_hevc\\Rocket-2_8s_90000-98000.avi_1080p_crf30_hevc.mkv'],acr,4,2024-10-10 14:48:28 844452,4.8,179,Rocket-2_8s_90000-98000.avi_1080p_crf30_hevc,hevc,30,1080p,Rocket_League
3,26,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_720p_crf22_hevc.mkv'],acr,4,2024-10-10 14:48:41 647017,4.8,179,AVT-Faces_lightingLoop__V8-0019_720p_crf22_hevc,hevc,22,720p,Faces_19
3,27,['..\\4k_viewing_distance\\cpvs_hevc\\Chimera-EP09_8s_24000-32000.avi_360p_crf30_hevc.mkv'],acr,2,2024-10-10 14:48:52 291088,4.8,179,Chimera-EP09_8s_24000-32000.avi_360p_crf30_hevc,hevc,30,360p,Chimera
3,28,['..\\4k_viewing_distance\\cpvs_hevc\\ElFuente_8s_224000-231750.avi_720p_crf38_hevc.mkv'],acr,1,2024-10-10 14:49:03 416453,4.8,179,ElFuente_8s_224000-231750.avi_720p_crf38_hevc,hevc,38,720p,ElFuente
3,29,['..\\4k_viewing_distance\\cpvs_hevc\\ElFuente_8s_224000-231750.avi_1080p_crf22_hevc.mkv'],acr,3,2024-10-10 14:49:13 941609,4.8,179,ElFuente_8s_224000-231750.avi_1080p_crf22_hevc,hevc,22,1080p,ElFuente
3,30,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_2160p_crf22_hevc.mkv'],acr,3,2024-10-10 14:49:27 167021,4.8,179,DialogMeridian_2160p_crf22_hevc,hevc,22,2160p,Meridian
3,31,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_360p_crf22_hevc.mkv'],acr,3,2024-10-10 14:49:39 116625,4.8,179,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_360p_crf22_hevc,hevc,22,360p,Debris
3,32,['..\\4k_viewing_distance\\cpvs_hevc\\Rocket-2_8s_90000-98000.avi_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:49:51 741054,4.8,179,Rocket-2_8s_90000-98000.avi_360p_crf38_hevc,hevc,38,360p,Rocket_League
3,33,['..\\4k_viewing_distance\\cpvs_hevc\\venice_harmonic_2_cropped_8s_720p_crf22_hevc.mkv'],acr,3,2024-10-10 14:50:07 024561,4.8,179,venice_harmonic_2_cropped_8s_720p_crf22_hevc,hevc,22,720p,Venice
3,34,['..\\4k_viewing_distance\\cpvs_hevc\\ElFuente_8s_224000-231750.avi_2160p_crf38_hevc.mkv'],acr,3,2024-10-10 14:50:31 574209,4.8,179,ElFuente_8s_224000-231750.avi_2160p_crf38_hevc,hevc,38,2160p,ElFuente
3,35,['..\\4k_viewing_distance\\cpvs_hevc\\Reading_Stairs_ds_720p_crf38_hevc.mkv'],acr,1,2024-10-10 14:50:50 006410,4.8,179,Reading_Stairs_ds_720p_crf38_hevc,hevc,38,720p,Reading_Stairs
3,36,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:51:05 428368,4.8,179,CSGO_8s_23000-31000.avi_360p_crf38_hevc,hevc,38,360p,CS_GO
3,37,['..\\4k_viewing_distance\\cpvs_hevc\\american_football_harmonic_8s_1080p_crf30_hevc.mkv'],acr,5,2024-10-10 14:51:19 993494,4.8,179,american_football_harmonic_8s_1080p_crf30_hevc,hevc,30,1080p,Football
3,38,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_2160p_crf38_hevc.mkv'],acr,4,2024-10-10 14:51:33 126275,4.8,179,AVT-Faces_lightingLoop__V8-0019_2160p_crf38_hevc,hevc,38,2160p,Faces_19
3,39,['..\\4k_viewing_distance\\cpvs_hevc\\Chimera-EP09_8s_24000-32000.avi_1080p_crf38_hevc.mkv'],acr,4,2024-10-10 14:51:46 123387,4.8,179,Chimera-EP09_8s_24000-32000.avi_1080p_crf38_hevc,hevc,38,1080p,Chimera
3,40,['..\\4k_viewing_distance\\cpvs_hevc\\Chimera-EP09_8s_24000-32000.avi_720p_crf38_hevc.mkv'],acr,2,2024-10-10 14:51:57 472839,4.8,179,Chimera-EP09_8s_24000-32000.avi_720p_crf38_hevc,hevc,38,720p,Chimera
3,41,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_720p_crf38_hevc.mkv'],acr,2,2024-10-10 14:52:10 215529,4.8,179,AVT-Faces_lightingLoop__V8-0019_720p_crf38_hevc,hevc,38,720p,Faces_19
3,42,['..\\4k_viewing_distance\\cpvs_hevc\\Moment_of_Intensity_8s_720p_crf30_hevc.mkv'],acr,3,2024-10-10 14:52:21 790332,4.8,179,Moment_of_Intensity_8s_720p_crf30_hevc,hevc,30,720p,Moment
3,43,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_1080p_crf22_hevc.mkv'],acr,5,2024-10-10 14:52:35 265740,4.8,179,Knitting_Close_ds_1080p_crf22_hevc,hevc,22,1080p,Knitting_Close
3,44,['..\\4k_viewing_distance\\cpvs_hevc\\ReadySetGoJockeyConcat_8s_0-8000.avi_720p_crf38_hevc.mkv'],acr,3,2024-10-10 14:52:46 257943,4.8,179,ReadySetGoJockeyConcat_8s_0-8000.avi_720p_crf38_hevc,hevc,38,720p,Jockey
3,45,['..\\4k_viewing_distance\\cpvs_hevc\\Sparks_8s_107000-115000.avi_2160p_crf22_hevc.mkv'],acr,5,2024-10-10 14:52:57 926393,4.8,179,Sparks_8s_107000-115000.avi_2160p_crf22_hevc,hevc,22,2160p,Sparks
3,46,['..\\4k_viewing_distance\\cpvs_hevc\\Sparks_8s_107000-115000.avi_720p_crf30_hevc.mkv'],acr,3,2024-10-10 14:53:10 664967,4.8,179,Sparks_8s_107000-115000.avi_720p_crf30_hevc,hevc,30,720p,Sparks
3,47,['..\\4k_viewing_distance\\cpvs_hevc\\monkeys_harmonic_0_cropped_8s_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:53:22 860160,4.8,179,monkeys_harmonic_0_cropped_8s_360p_crf38_hevc,hevc,38,360p,Monkeys
3,0,['..\\4k_viewing_distance\\cpvs_hevc\\Rocket-2_8s_90000-98000.avi_2160p_crf30_hevc.mkv'],acr,4,2024-10-10 14:54:38 926986,3.2,120,Rocket-2_8s_90000-98000.avi_2160p_crf30_hevc,hevc,30,2160p,Rocket_League
3,1,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_720p_crf22_hevc.mkv'],acr,3,2024-10-10 14:54:50 271852,3.2,120,CSGO_8s_23000-31000.avi_720p_crf22_hevc,hevc,22,720p,CS_GO
3,2,['..\\4k_viewing_distance\\cpvs_hevc\\american_football_harmonic_8s_360p_crf22_hevc.mkv'],acr,2,2024-10-10 14:55:01 564168,3.2,120,american_football_harmonic_8s_360p_crf22_hevc,hevc,22,360p,Football
3,3,['..\\4k_viewing_distance\\cpvs_hevc\\Sparks_8s_107000-115000.avi_720p_crf22_hevc.mkv'],acr,3,2024-10-10 14:55:14 771775,3.2,120,Sparks_8s_107000-115000.avi_720p_crf22_hevc,hevc,22,720p,Sparks
3,4,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_720p_crf22_hevc.mkv'],acr,3,2024-10-10 14:55:28 021374,3.2,120,DialogMeridian_720p_crf22_hevc,hevc,22,720p,Meridian
3,5,['..\\4k_viewing_distance\\cpvs_hevc\\Chimera-EP09_8s_24000-32000.avi_2160p_crf38_hevc.mkv'],acr,3,2024-10-10 14:55:39 939966,3.2,120,Chimera-EP09_8s_24000-32000.avi_2160p_crf38_hevc,hevc,38,2160p,Chimera
3,6,['..\\4k_viewing_distance\\cpvs_hevc\\Reading_Stairs_ds_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:55:52 637450,3.2,120,Reading_Stairs_ds_360p_crf38_hevc,hevc,38,360p,Reading_Stairs
3,7,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_1080p_crf22_hevc.mkv'],acr,4,2024-10-10 14:56:05 792611,3.2,120,AVT-Faces_lightingLoop__V8-0032_1080p_crf22_hevc,hevc,22,1080p,Faces_32
3,8,['..\\4k_viewing_distance\\cpvs_hevc\\monkeys_harmonic_0_cropped_8s_2160p_crf38_hevc.mkv'],acr,4,2024-10-10 14:56:16 938229,3.2,120,monkeys_harmonic_0_cropped_8s_2160p_crf38_hevc,hevc,38,2160p,Monkeys
3,9,['..\\4k_viewing_distance\\cpvs_hevc\\monkeys_harmonic_0_cropped_8s_720p_crf38_hevc.mkv'],acr,1,2024-10-10 14:56:27 520866,3.2,120,monkeys_harmonic_0_cropped_8s_720p_crf38_hevc,hevc,38,720p,Monkeys
3,10,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_2160p_crf22_hevc.mkv'],acr,4,2024-10-10 14:56:40 613265,3.2,120,AVT-Faces_lightingLoop__V8-0019_2160p_crf22_hevc,hevc,22,2160p,Faces_19
3,11,['..\\4k_viewing_distance\\cpvs_hevc\\ReadySetGoJockeyConcat_8s_0-8000.avi_2160p_crf22_hevc.mkv'],acr,4,2024-10-10 14:56:52 770511,3.2,120,ReadySetGoJockeyConcat_8s_0-8000.avi_2160p_crf22_hevc,hevc,22,2160p,Jockey
3,12,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_1080p_crf30_hevc.mkv'],acr,4,2024-10-10 14:57:06 620364,3.2,120,CSGO_8s_23000-31000.avi_1080p_crf30_hevc,hevc,30,1080p,CS_GO
3,13,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_360p_crf38_hevc.mkv'],acr,1,2024-10-10 14:57:19 263250,3.2,120,DialogMeridian_360p_crf38_hevc,hevc,38,360p,Meridian
3,14,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_2160p_crf38_hevc.mkv'],acr,2,2024-10-10 14:57:32 337036,3.2,120,DialogMeridian_2160p_crf38_hevc,hevc,38,2160p,Meridian
3,15,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_1080p_crf38_hevc.mkv'],acr,2,2024-10-10 14:57:44 320318,3.2,120,CSGO_8s_23000-31000.avi_1080p_crf38_hevc,hevc,38,1080p,CS_GO
3,16,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_1080p_crf38_hevc.mkv'],acr,2,2024-10-10 14:57:58 022206,3.2,120,AVT-Faces_lightingLoop__V8-0019_1080p_crf38_hevc,hevc,38,1080p,Faces_19
3,17,['..\\4k_viewing_distance\\cpvs_hevc\\Rocket-2_8s_90000-98000.avi_1080p_crf38_hevc.mkv'],acr,2,2024-10-10 14:58:08 936456,3.2,120,Rocket-2_8s_90000-98000.avi_1080p_crf38_hevc,hevc,38,1080p,Rocket_League
3,18,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_720p_crf30_hevc.mkv'],acr,3,2024-10-10 14:58:21 453806,3.2,120,AVT-Faces_lightingLoop__V8-0032_720p_crf30_hevc,hevc,30,720p,Faces_32
3,19,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_360p_crf30_hevc.mkv'],acr,1,2024-10-10 14:58:34 503306,3.2,120,AVT-Faces_lightingLoop__V8-0019_360p_crf30_hevc,hevc,30,360p,Faces_19
3,20,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_2160p_crf38_hevc.mkv'],acr,4,2024-10-10 14:58:49 424050,3.2,120,Knitting_Close_ds_2160p_crf38_hevc,hevc,38,2160p,Knitting_Close
3,21,['..\\4k_viewing_distance\\cpvs_hevc\\Sparks_8s_107000-115000.avi_1080p_crf22_hevc.mkv'],acr,3,2024-10-10 14:59:00 852900,3.2,120,Sparks_8s_107000-115000.avi_1080p_crf22_hevc,hevc,22,1080p,Sparks
3,22,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_360p_crf30_hevc.mkv'],acr,2,2024-10-10 14:59:13 420130,3.2,120,Knitting_Close_ds_360p_crf30_hevc,hevc,30,360p,Knitting_Close
3,23,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_1080p_crf30_hevc.mkv'],acr,4,2024-10-10 14:59:26 186316,3.2,120,AVT-Faces_lightingLoop__V8-0019_1080p_crf30_hevc,hevc,30,1080p,Faces_19
3,24,['..\\4k_viewing_distance\\cpvs_hevc\\Moment_of_Intensity_8s_1080p_crf22_hevc.mkv'],acr,3,2024-10-10 14:59:38 087772,3.2,120,Moment_of_Intensity_8s_1080p_crf22_hevc,hevc,22,1080p,Moment
3,25,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_2160p_crf22_hevc.mkv'],acr,5,2024-10-10 14:59:51 004052,3.2,120,AVT-Faces_lightingLoop__V8-0032_2160p_crf22_hevc,hevc,22,2160p,Faces_32
3,26,['..\\4k_viewing_distance\\cpvs_hevc\\Sparks_8s_107000-115000.avi_360p_crf38_hevc.mkv'],acr,1,2024-10-10 15:00:01 911621,3.2,120,Sparks_8s_107000-115000.avi_360p_crf38_hevc,hevc,38,360p,Sparks
3,27,['..\\4k_viewing_distance\\cpvs_hevc\\venice_harmonic_2_cropped_8s_360p_crf22_hevc.mkv'],acr,2,2024-10-10 15:00:12 786258,3.2,120,venice_harmonic_2_cropped_8s_360p_crf22_hevc,hevc,22,360p,Venice
3,28,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_1080p_crf38_hevc.mkv'],acr,2,2024-10-10 15:00:25 561385,3.2,120,Knitting_Close_ds_1080p_crf38_hevc,hevc,38,1080p,Knitting_Close
3,29,['..\\4k_viewing_distance\\cpvs_hevc\\Chimera-EP09_8s_24000-32000.avi_720p_crf30_hevc.mkv'],acr,3,2024-10-10 15:00:36 785182,3.2,120,Chimera-EP09_8s_24000-32000.avi_720p_crf30_hevc,hevc,30,720p,Chimera
3,30,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_1080p_crf30_hevc.mkv'],acr,3,2024-10-10 15:00:49 590199,3.2,120,DialogMeridian_1080p_crf30_hevc,hevc,30,1080p,Meridian
3,31,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_2160p_crf38_hevc.mkv'],acr,3,2024-10-10 15:01:03 911103,3.2,120,CSGO_8s_23000-31000.avi_2160p_crf38_hevc,hevc,38,2160p,CS_GO
3,32,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_720p_crf38_hevc.mkv'],acr,2,2024-10-10 15:01:14 401747,3.2,120,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_720p_crf38_hevc,hevc,38,720p,Debris
3,33,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_720p_crf22_hevc.mkv'],acr,3,2024-10-10 15:01:29 235034,3.2,120,AVT-Faces_lightingLoop__V8-0032_720p_crf22_hevc,hevc,22,720p,Faces_32
3,34,['..\\4k_viewing_distance\\cpvs_hevc\\american_football_harmonic_8s_2160p_crf22_hevc.mkv'],acr,5,2024-10-10 15:01:39 972134,3.2,120,american_football_harmonic_8s_2160p_crf22_hevc,hevc,22,2160p,Football
3,35,['..\\4k_viewing_distance\\cpvs_hevc\\Chimera-EP09_8s_24000-32000.avi_2160p_crf30_hevc.mkv'],acr,4,2024-10-10 15:01:52 060578,3.2,120,Chimera-EP09_8s_24000-32000.avi_2160p_crf30_hevc,hevc,30,2160p,Chimera
3,36,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_720p_crf38_hevc.mkv'],acr,1,2024-10-10 15:02:06 834907,3.2,120,AVT-Faces_lightingLoop__V8-0032_720p_crf38_hevc,hevc,38,720p,Faces_32
3,37,['..\\4k_viewing_distance\\cpvs_hevc\\fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1080p_crf22_hevc.mkv'],acr,4,2024-10-10 15:02:18 001585,3.2,120,fr-041_debris_3840x2160_60p_422_ffvhuff_4_8s_1080p_crf22_hevc,hevc,22,1080p,Debris
3,38,['..\\4k_viewing_distance\\cpvs_hevc\\american_football_harmonic_8s_720p_crf30_hevc.mkv'],acr,4,2024-10-10 15:02:30 639534,3.2,120,american_football_harmonic_8s_720p_crf30_hevc,hevc,30,720p,Football
3,39,['..\\4k_viewing_distance\\cpvs_hevc\\ReadySetGoJockeyConcat_8s_0-8000.avi_1080p_crf30_hevc.mkv'],acr,3,2024-10-10 15:02:41 789694,3.2,120,ReadySetGoJockeyConcat_8s_0-8000.avi_1080p_crf30_hevc,hevc,30,1080p,Jockey
3,40,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_1080p_crf30_hevc.mkv'],acr,4,2024-10-10 15:02:55 409861,3.2,120,Knitting_Close_ds_1080p_crf30_hevc,hevc,30,1080p,Knitting_Close
3,41,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_360p_crf38_hevc.mkv'],acr,1,2024-10-10 15:03:09 717798,3.2,120,AVT-Faces_lightingLoop__V8-0032_360p_crf38_hevc,hevc,38,360p,Faces_32
3,42,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0032_2160p_crf30_hevc.mkv'],acr,4,2024-10-10 15:03:23 701055,3.2,120,AVT-Faces_lightingLoop__V8-0032_2160p_crf30_hevc,hevc,30,2160p,Faces_32
3,43,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_360p_crf38_hevc.mkv'],acr,2,2024-10-10 15:03:36 382892,3.2,120,Knitting_Close_ds_360p_crf38_hevc,hevc,38,360p,Knitting_Close
3,44,['..\\4k_viewing_distance\\cpvs_hevc\\monkeys_harmonic_0_cropped_8s_1080p_crf38_hevc.mkv'],acr,3,2024-10-10 15:03:47 217222,3.2,120,monkeys_harmonic_0_cropped_8s_1080p_crf38_hevc,hevc,38,1080p,Monkeys
3,45,['..\\4k_viewing_distance\\cpvs_hevc\\american_football_harmonic_8s_1080p_crf22_hevc.mkv'],acr,4,2024-10-10 15:04:00 566885,3.2,120,american_football_harmonic_8s_1080p_crf22_hevc,hevc,22,1080p,Football
3,46,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_2160p_crf30_hevc.mkv'],acr,5,2024-10-10 15:04:14 009016,3.2,120,AVT-Faces_lightingLoop__V8-0019_2160p_crf30_hevc,hevc,30,2160p,Faces_19
3,47,['..\\4k_viewing_distance\\cpvs_hevc\\AVT-Faces_lightingLoop__V8-0019_720p_crf30_hevc.mkv'],acr,4,2024-10-10 15:04:26 809391,3.2,120,AVT-Faces_lightingLoop__V8-0019_720p_crf30_hevc,hevc,30,720p,Faces_19
3,0,['..\\4k_viewing_distance\\cpvs_hevc\\DialogMeridian_360p_crf22_hevc.mkv'],acr,2,2024-10-10 15:05:21 782792,2.4,90,DialogMeridian_360p_crf22_hevc,hevc,22,360p,Meridian
3,1,['..\\4k_viewing_distance\\cpvs_hevc\\Moment_of_Intensity_8s_360p_crf22_hevc.mkv'],acr,2,2024-10-10 15:05:32 882579,2.4,90,Moment_of_Intensity_8s_360p_crf22_hevc,hevc,22,360p,Moment
3,2,['..\\4k_viewing_distance\\cpvs_hevc\\CSGO_8s_23000-31000.avi_720p_crf30_hevc.mkv'],acr,2,2024-10-10 15:05:43 682908,2.4,90,CSGO_8s_23000-31000.avi_720p_crf30_hevc,hevc,30,720p,CS_GO
3,3,['..\\4k_viewing_distance\\cpvs_hevc\\Moment_of_Intensity_8s_360p_crf30_hevc.mkv'],acr,1,2024-10-10 15:05:54 137409,2.4,90,Moment_of_Intensity_8s_360p_crf30_hevc,hevc,30,360p,Moment
3,4,['..\\4k_viewing_distance\\cpvs_hevc\\Reading_Stairs_ds_360p_crf30_hevc.mkv'],acr,1,2024-10-10 15:06:06 621129,2.4,90,Reading_Stairs_ds_360p_crf30_hevc,hevc,30,360p,Reading_Stairs
3,5,['..\\4k_viewing_distance\\cpvs_hevc\\monkeys_harmonic_0_cropped_8s_2160p_crf22_hevc.mkv'],acr,5,2024-10-10 15:06:17 521542,2.4,90,monkeys_harmonic_0_cropped_8s_2160p_crf22_hevc,hevc,22,2160p,Monkeys
3,6,['..\\4k_viewing_distance\\cpvs_hevc\\Knitting_Close_ds_720p_crf38_hevc.mkv'],acr,1,2024-10-10 15:06:30 199329,2.4,90,Knitting_Close_ds_720p_crf38_hevc,hevc,38,720p,Knitting_Close
3,7,['..\\4k_viewing_distance\\cpvs_hevc\\ReadySetGoJockeyConcat_8s_0-8000.avi_2160p_crf38_hevc.mkv'],acr,3,2024-10-10 15:06:44 914887,2.4,90,ReadySetGoJockeyConcat_8s_0-8000.avi_2160p_crf38_hevc,hevc,38,2160p,Jockey
